Agency,Agency Type,Distribution Channel,Duration,Destination,Net Sales,Commision (in value),Age,Claim,Product_Category
JZI,Airlines,Online,7,Asia,26.0,9.1,41,0,Value Plan
EPX,Travel Agency,Online,12,Asia,26.0,0.0,28,0,Comprehensive
EPX,Travel Agency,Online,37,North America,112.0,0.0,49,0,Comprehensive
C2B,Airlines,Online,28,Asia,34.0,8.5,30,0,Value Plan
JZI,Airlines,Online,17,Asia,18.0,6.3,27,0,Value Plan
EPX,Travel Agency,Online,92,Asia,10.0,0.0,52,0,Cancellation
EPX,Travel Agency,Online,41,Asia,20.0,0.0,27,0,Comprehensive
EPX,Travel Agency,Online,19,Asia,10.0,0.0,41,0,Cancellation
JZI,Airlines,Online,29,Asia,35.0,12.25,32,0,Value Plan
C2B,Airlines,Online,55,Asia,44.85,11.21,52,0,Value Plan
EPX,Travel Agency,Online,3,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,15,Asia,29.0,0.0,52,0,Cancellation
EPX,Travel Agency,Online,1,Asia,10.0,0.0,28,0,Cancellation
CWT,Travel Agency,Online,21,North America,69.3,41.58,46,0,Rental
C2B,Airlines,Online,4,Asia,42.0,10.5,36,0,Value Plan
EPX,Travel Agency,Online,3,North America,20.0,0.0,29,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,17.0,0.0,53,0,Cancellation
EPX,Travel Agency,Online,35,Asia,43.0,0.0,26,0,Comprehensive
EPX,Travel Agency,Online,22,Asia,52.0,0.0,51,0,Cancellation
C2B,Airlines,Online,365,Asia,161.0,40.25,42,0,Annual
CWT,Travel Agency,Online,11,Asia,39.6,23.76,43,0,Rental
C2B,Airlines,Online,9,Asia,20.0,5.0,25,0,Value Plan
EPX,Travel Agency,Online,12,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,6,Asia,20.0,0.0,58,0,Comprehensive
JZI,Airlines,Online,12,Asia,26.0,9.1,26,0,Value Plan
CWT,Travel Agency,Online,15,Oceania,69.3,41.58,46,0,Rental
C2B,Airlines,Online,14,Asia,57.0,14.25,38,0,Value Plan
CWT,Travel Agency,Online,15,Oceania,89.1,53.46,34,0,Rental
EPX,Travel Agency,Online,13,Asia,20.0,0.0,36,0,Cancellation
SSI,Airlines,Online,197,Asia,1.32,0.37,48,0,Cancellation
EPX,Travel Agency,Online,174,Europe,22.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,54,North America,74.0,0.0,34,0,Cancellation
EPX,Travel Agency,Online,153,Oceania,96.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,18,Asia,24.0,0.0,36,0,Cancellation
C2B,Airlines,Online,56,Asia,63.5,15.88,31,0,Value Plan
EPX,Travel Agency,Online,10,Asia,23.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,22,Asia,10.0,0.0,21,0,Cancellation
EPX,Travel Agency,Online,50,Europe,37.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,28,Asia,48.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,Oceania,94.0,0.0,34,0,Comprehensive
CWT,Travel Agency,Online,26,Europe,69.3,41.58,39,0,Rental
CWT,Travel Agency,Online,11,Europe,39.6,23.76,52,0,Rental
C2B,Airlines,Online,13,Asia,54.0,13.5,53,0,Value Plan
EPX,Travel Agency,Online,8,Asia,25.0,0.0,34,0,Cancellation
C2B,Airlines,Online,6,Asia,67.0,16.75,32,0,Value Plan
EPX,Travel Agency,Online,25,Asia,20.0,0.0,35,0,Comprehensive
C2B,Airlines,Online,54,Asia,25.5,6.38,36,1,Value Plan
CWT,Travel Agency,Online,71,Oceania,89.1,53.46,41,0,Rental
EPX,Travel Agency,Online,8,Asia,10.0,0.0,24,0,Cancellation
EPX,Travel Agency,Online,28,Asia,10.0,0.0,23,0,Cancellation
EPX,Travel Agency,Online,15,Asia,33.0,0.0,36,0,Cancellation
KML,Travel Agency,Online,47,Asia,28.0,10.64,48,0,Value Plan
JZI,Airlines,Online,103,Asia,35.0,12.25,22,0,Value Plan
EPX,Travel Agency,Online,8,Asia,24.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,24.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,22,Europe,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,58,Asia,21.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,4,Asia,13.5,3.38,52,0,Value Plan
EPX,Travel Agency,Online,6,Asia,30.0,0.0,36,0,Cancellation
JZI,Airlines,Online,25,Asia,35.0,12.25,60,0,Value Plan
C2B,Airlines,Online,4,Asia,18.0,4.5,45,0,Value Plan
C2B,Airlines,Online,57,Asia,88.5,22.13,34,1,Value Plan
EPX,Travel Agency,Online,92,Asia,16.0,0.0,36,0,Cancellation
C2B,Airlines,Online,15,Asia,40.2,10.05,36,0,Value Plan
EPX,Travel Agency,Online,6,Asia,10.0,0.0,34,0,Cancellation
EPX,Travel Agency,Online,22,Asia,20.0,0.0,35,0,Comprehensive
CCR,Travel Agency,Offline,15,Asia,29.0,9.57,118,1,Comprehensive
EPX,Travel Agency,Online,5,Asia,18.0,0.0,53,0,Cancellation
EPX,Travel Agency,Online,29,Oceania,23.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,47,Asia,10.0,0.0,37,0,Cancellation
EPX,Travel Agency,Online,10,Asia,21.0,0.0,36,0,Cancellation
LWC,Travel Agency,Online,15,Asia,47.25,30.71,56,0,Single Trip
CWT,Travel Agency,Online,217,Oceania,19.8,11.88,34,0,Rental
C2B,Airlines,Online,17,Asia,72.0,18.0,46,0,Value Plan
EPX,Travel Agency,Online,17,Asia,60.0,0.0,36,1,Cancellation
EPX,Travel Agency,Online,84,Asia,14.0,0.0,35,0,Cancellation
TST,Travel Agency,Offline,21,Asia,30.0,10.5,32,0,Single Trip
EPX,Travel Agency,Online,14,Asia,35.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,5,Asia,49.5,29.7,57,0,Rental
EPX,Travel Agency,Online,35,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,8,Asia,13.0,0.0,36,0,Cancellation
JZI,Airlines,Online,40,Asia,33.0,11.55,28,0,Value Plan
EPX,Travel Agency,Online,13,Asia,56.0,0.0,61,0,Comprehensive
CWT,Travel Agency,Online,12,Oceania,39.6,23.76,27,0,Rental
EPX,Travel Agency,Online,28,Asia,12.0,0.0,23,0,Cancellation
C2B,Airlines,Online,10,Asia,26.5,6.63,26,0,Value Plan
JZI,Airlines,Online,17,North America,73.0,25.55,34,0,Value Plan
EPX,Travel Agency,Online,24,Asia,12.0,0.0,21,0,Cancellation
CWT,Travel Agency,Online,145,Oceania,39.6,23.76,32,0,Rental
EPX,Travel Agency,Online,84,Asia,28.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,130,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,16,Asia,26.0,9.1,35,0,Value Plan
JZI,Airlines,Online,27,Asia,22.0,7.7,58,0,Value Plan
C2B,Airlines,Online,21,Asia,39.0,9.75,33,0,Value Plan
EPX,Travel Agency,Online,90,Asia,46.0,0.0,36,1,Comprehensive
C2B,Airlines,Online,16,Asia,20.0,5.0,43,0,Value Plan
JZI,Airlines,Online,9,Asia,18.0,6.3,48,0,Value Plan
CWT,Travel Agency,Online,62,Oceania,99.0,59.4,54,0,Rental
EPX,Travel Agency,Online,26,Asia,19.0,0.0,36,0,Cancellation
JZI,Airlines,Online,29,Asia,30.0,10.5,75,0,Value Plan
CWT,Travel Agency,Online,12,Oceania,59.4,35.64,31,0,Rental
EPX,Travel Agency,Online,6,Asia,60.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,103,North America,20.0,0.0,62,0,Comprehensive
C2B,Airlines,Online,16,Asia,62.0,15.5,23,0,Value Plan
EPX,Travel Agency,Online,55,Asia,30.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,5,Asia,23.0,0.0,47,0,Comprehensive
CBH,Travel Agency,Offline,41,Asia,0.0,24.09,26,0,Comprehensive
JZI,Airlines,Online,65,Asia,63.0,22.05,57,0,Value Plan
EPX,Travel Agency,Online,5,Asia,81.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,5,Asia,11.5,2.88,43,0,Value Plan
EPX,Travel Agency,Online,87,Asia,37.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,13,Asia,44.0,0.0,36,0,Cancellation
C2B,Airlines,Online,16,Asia,138.0,34.5,35,0,Value Plan
EPX,Travel Agency,Online,3,Asia,10.0,0.0,42,0,Cancellation
EPX,Travel Agency,Online,239,Asia,20.0,0.0,74,0,Comprehensive
CWT,Travel Agency,Online,16,Africa,79.2,47.52,44,0,Rental
SSI,Airlines,Online,93,Asia,7.84,2.2,48,0,Cancellation
EPX,Travel Agency,Online,27,Europe,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,94,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,84,Asia,67.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,20.0,0.0,28,0,Comprehensive
JZI,Airlines,Online,92,Asia,35.0,12.25,39,0,Value Plan
JZI,Airlines,Online,45,Asia,22.0,7.7,46,0,Value Plan
EPX,Travel Agency,Online,90,Asia,24.0,0.0,67,0,Cancellation
EPX,Travel Agency,Online,54,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,7,Oceania,41.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,31,North America,81.0,0.0,31,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,35.0,0.0,36,0,Comprehensive
LWC,Travel Agency,Online,34,Europe,47.0,30.55,37,0,Single Trip
C2B,Airlines,Online,90,Asia,507.0,126.75,32,1,Value Plan
EPX,Travel Agency,Online,228,Asia,31.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,89,Asia,12.0,0.0,28,0,Cancellation
JZI,Airlines,Online,10,Asia,35.0,12.25,48,0,Value Plan
EPX,Travel Agency,Online,5,South America,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,87,Asia,68.0,0.0,36,0,Comprehensive
CCR,Travel Agency,Offline,4,Asia,29.0,9.57,118,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,54.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,8,Asia,20.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,35,Oceania,99.0,59.4,46,0,Rental
EPX,Travel Agency,Online,163,Asia,20.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,128,Oceania,39.6,23.76,49,0,Rental
EPX,Travel Agency,Online,26,North America,80.0,0.0,39,0,Cancellation
CWT,Travel Agency,Online,9,Asia,29.7,17.82,30,0,Rental
TST,Travel Agency,Offline,58,Asia,30.0,10.5,55,0,Single Trip
JWT,Airlines,Online,70,Asia,31.0,12.4,118,0,Value Plan
LWC,Travel Agency,Online,12,Asia,26.5,17.23,45,0,Single Trip
LWC,Travel Agency,Online,12,Asia,32.25,20.96,48,0,Single Trip
EPX,Travel Agency,Online,325,North America,114.0,0.0,28,0,Cancellation
CWT,Travel Agency,Online,9,Asia,19.8,11.88,31,0,Rental
EPX,Travel Agency,Online,220,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,29,Europe,83.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,41,North America,69.3,41.58,57,0,Rental
JZI,Airlines,Online,31,Asia,22.0,7.7,42,0,Value Plan
SSI,Airlines,Online,34,Asia,7.84,2.2,48,0,Cancellation
EPX,Travel Agency,Online,45,Europe,69.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,0.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,12,Asia,19.0,0.0,42,0,Cancellation
C2B,Airlines,Online,13,Asia,29.5,7.38,27,0,Value Plan
EPX,Travel Agency,Online,27,Asia,21.0,0.0,44,0,Comprehensive
EPX,Travel Agency,Online,27,Asia,36.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,24,Oceania,99.0,59.4,52,0,Rental
EPX,Travel Agency,Online,2,Asia,20.0,0.0,33,0,Comprehensive
CWT,Travel Agency,Online,45,North America,0.0,100.98,34,0,Rental
SSI,Airlines,Online,48,Asia,7.92,2.22,48,0,Cancellation
EPX,Travel Agency,Online,20,Asia,12.0,0.0,28,0,Cancellation
EPX,Travel Agency,Online,46,Asia,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,25,North America,52.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,23,Europe,10.0,0.0,36,0,Cancellation
JZI,Airlines,Online,10,Asia,22.0,7.7,28,0,Value Plan
EPX,Travel Agency,Online,166,Asia,30.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,79,Africa,59.4,35.64,32,0,Rental
EPX,Travel Agency,Online,101,Europe,73.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,15.0,0.0,36,0,Cancellation
C2B,Airlines,Online,6,Asia,17.0,4.25,22,0,Value Plan
CWT,Travel Agency,Online,26,Oceania,39.6,23.76,36,0,Rental
EPX,Travel Agency,Online,73,Asia,20.0,0.0,26,0,Comprehensive
CWT,Travel Agency,Online,1,Oceania,9.9,5.94,52,0,Rental
CWT,Travel Agency,Online,21,Europe,69.3,41.58,48,0,Rental
EPX,Travel Agency,Online,5,Asia,23.0,0.0,36,0,Comprehensive
ART,Airlines,Online,1,Asia,13.14,4.6,48,0,Annual
EPX,Travel Agency,Online,27,Asia,53.0,0.0,57,0,Comprehensive
JZI,Airlines,Online,21,Asia,40.0,14.0,58,0,Value Plan
C2B,Airlines,Online,125,Asia,69.5,17.38,35,0,Value Plan
CWT,Travel Agency,Online,51,Asia,19.8,11.88,59,0,Rental
JZI,Airlines,Online,1,Asia,18.0,6.3,28,0,Value Plan
EPX,Travel Agency,Online,8,Asia,44.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,14,Asia,22.0,7.7,37,0,Value Plan
SSI,Airlines,Online,24,Asia,6.56,1.84,48,0,Cancellation
EPX,Travel Agency,Online,266,Asia,10.0,0.0,36,1,Cancellation
EPX,Travel Agency,Online,43,Asia,12.0,0.0,36,0,Cancellation
JZI,Airlines,Online,41,Asia,37.0,12.95,38,0,Value Plan
CWT,Travel Agency,Online,25,Europe,39.6,23.76,35,0,Rental
CWT,Travel Agency,Online,8,Oceania,29.7,17.82,29,0,Rental
CWT,Travel Agency,Online,12,Asia,29.7,17.82,28,0,Rental
EPX,Travel Agency,Online,15,Asia,61.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Asia,20.0,0.0,40,0,Comprehensive
EPX,Travel Agency,Online,155,Asia,38.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,33,North America,80.0,0.0,46,0,Cancellation
C2B,Airlines,Online,15,Asia,51.75,12.94,62,0,Value Plan
EPX,Travel Agency,Online,2,Asia,56.0,0.0,36,0,Cancellation
SSI,Airlines,Online,126,Asia,3.39,0.95,48,0,Cancellation
EPX,Travel Agency,Online,135,Europe,76.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,123,Asia,30.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,64,Asia,36.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,4,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,45,Oceania,10.0,0.0,28,0,Cancellation
C2B,Airlines,Online,18,Asia,53.5,13.38,25,0,Value Plan
EPX,Travel Agency,Online,55,Asia,20.0,0.0,37,0,Comprehensive
C2B,Airlines,Online,11,Asia,39.0,9.75,28,0,Value Plan
EPX,Travel Agency,Online,42,Europe,88.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,25.0,0.0,36,0,Cancellation
JZI,Airlines,Online,23,Asia,45.0,15.75,67,0,Value Plan
CWT,Travel Agency,Online,125,Europe,198.0,118.8,45,0,Rental
C2B,Airlines,Online,34,Asia,18.0,4.5,41,0,Value Plan
C2B,Airlines,Online,7,Asia,21.0,5.25,75,0,Value Plan
EPX,Travel Agency,Online,19,Asia,54.0,0.0,36,0,Cancellation
C2B,Airlines,Online,12,Asia,16.0,4.0,25,0,Value Plan
C2B,Airlines,Online,112,Asia,108.0,27.0,28,0,Value Plan
JZI,Airlines,Online,17,Asia,33.0,11.55,38,0,Value Plan
C2B,Airlines,Online,13,Asia,57.0,14.25,27,0,Value Plan
C2B,Airlines,Online,67,Asia,40.0,10.0,32,0,Value Plan
SSI,Airlines,Online,76,Asia,7.0,1.96,48,0,Cancellation
CWT,Travel Agency,Online,4,North America,29.7,17.82,31,0,Rental
JZI,Airlines,Online,236,Asia,26.0,9.1,40,0,Value Plan
EPX,Travel Agency,Online,21,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,42,Asia,44.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,25,Asia,79.0,0.0,46,0,Comprehensive
EPX,Travel Agency,Online,154,Oceania,80.0,0.0,36,0,Cancellation
JWT,Airlines,Online,83,Asia,50.0,20.0,118,0,Value Plan
EPX,Travel Agency,Online,32,Asia,31.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,47,Asia,27.0,0.0,36,0,Cancellation
C2B,Airlines,Online,8,Asia,27.0,6.75,29,0,Value Plan
C2B,Airlines,Online,8,Asia,39.0,9.75,41,0,Value Plan
CWT,Travel Agency,Online,17,Europe,29.7,17.82,41,0,Rental
EPX,Travel Agency,Online,48,Asia,42.0,0.0,42,0,Comprehensive
EPX,Travel Agency,Online,311,North America,112.0,0.0,49,0,Comprehensive
EPX,Travel Agency,Online,24,Europe,45.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,22.0,0.0,38,0,Cancellation
EPX,Travel Agency,Online,57,Asia,21.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,5,Asia,26.0,9.1,32,0,Value Plan
C2B,Airlines,Online,365,Asia,187.85,46.96,51,0,Annual
EPX,Travel Agency,Online,57,Asia,30.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,26,Asia,15.0,0.0,41,0,Cancellation
EPX,Travel Agency,Online,9,Asia,85.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,19,Asia,56.7,14.18,24,0,Value Plan
CWT,Travel Agency,Online,14,Oceania,49.5,29.7,42,0,Rental
LWC,Travel Agency,Online,44,Asia,26.0,16.9,65,0,Single Trip
EPX,Travel Agency,Online,30,Asia,63.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,12,Oceania,19.8,11.88,50,0,Rental
EPX,Travel Agency,Online,90,North America,94.0,0.0,34,0,Comprehensive
EPX,Travel Agency,Online,28,Asia,0.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,48,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,96,Europe,64.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,137,Asia,308.5,77.13,30,0,Value Plan
CWT,Travel Agency,Online,6,Europe,39.6,23.76,36,0,Rental
EPX,Travel Agency,Online,50,Asia,21.0,0.0,36,0,Comprehensive
RAB,Airlines,Online,27,Asia,23.0,9.2,30,0,Value Plan
CWT,Travel Agency,Online,47,Asia,19.8,11.88,31,0,Rental
EPX,Travel Agency,Online,7,North America,80.0,0.0,46,0,Cancellation
EPX,Travel Agency,Online,9,Asia,36.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,8,Oceania,35.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,59.0,0.0,47,0,Comprehensive
JZI,Airlines,Online,30,Asia,37.0,12.95,34,0,Value Plan
EPX,Travel Agency,Online,6,Europe,18.0,0.0,36,0,Cancellation
JZI,Airlines,Online,4,Asia,0.0,15.75,51,0,Value Plan
JZI,Airlines,Online,16,Europe,67.0,23.45,38,0,Value Plan
SSI,Airlines,Online,73,Asia,3.89,1.09,48,0,Cancellation
CWT,Travel Agency,Online,4,Europe,39.6,23.76,31,0,Rental
JZI,Airlines,Online,8,Asia,18.0,6.3,59,0,Value Plan
EPX,Travel Agency,Online,4,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Oceania,33.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,56,Asia,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,144,Asia,32.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,20.0,0.0,28,0,Comprehensive
JZI,Airlines,Online,6,Asia,18.0,6.3,56,0,Value Plan
CWT,Travel Agency,Online,58,Europe,29.7,17.82,24,1,Rental
EPX,Travel Agency,Online,57,Europe,29.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,15,Europe,89.1,53.46,50,0,Rental
EPX,Travel Agency,Online,46,Asia,39.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,37.0,0.0,39,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,11.0,0.0,36,0,Cancellation
C2B,Airlines,Online,34,Asia,53.5,13.38,32,0,Value Plan
JZI,Airlines,Online,21,Asia,42.0,14.7,38,0,Value Plan
CWT,Travel Agency,Online,26,Oceania,19.8,11.88,31,0,Rental
EPX,Travel Agency,Online,106,Oceania,50.0,0.0,36,0,Comprehensive
ART,Airlines,Online,119,Asia,14.11,4.94,48,0,Annual
EPX,Travel Agency,Online,3,Asia,64.0,0.0,49,0,Comprehensive
C2B,Airlines,Online,12,Asia,27.0,6.75,21,0,Value Plan
EPX,Travel Agency,Online,29,Asia,12.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,56,Europe,49.5,29.7,47,0,Rental
JZI,Airlines,Online,44,Oceania,36.0,12.6,20,0,Value Plan
EPX,Travel Agency,Online,57,Asia,25.0,0.0,49,0,Cancellation
EPX,Travel Agency,Online,7,Asia,10.0,0.0,37,0,Cancellation
EPX,Travel Agency,Online,12,Asia,10.0,0.0,31,0,Cancellation
EPX,Travel Agency,Online,4,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,56,North America,15.0,0.0,52,0,Cancellation
CWT,Travel Agency,Online,110,Oceania,0.0,47.52,27,0,Rental
C2B,Airlines,Online,4,Asia,33.5,8.38,55,0,Value Plan
CWT,Travel Agency,Online,25,North America,99.0,59.4,38,0,Rental
EPX,Travel Agency,Online,83,Asia,81.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,82,Asia,164.5,41.13,22,0,Value Plan
ART,Airlines,Online,2,Asia,4.6,1.61,48,0,Annual
EPX,Travel Agency,Online,12,North America,10.0,0.0,19,0,Cancellation
SSI,Airlines,Online,18,Asia,0.92,0.26,48,0,Cancellation
CWT,Travel Agency,Online,41,Europe,118.8,71.28,31,1,Rental
CWT,Travel Agency,Online,41,Asia,69.3,41.58,46,0,Rental
EPX,Travel Agency,Online,107,Asia,25.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,1,Asia,9.9,5.94,31,0,Rental
CWT,Travel Agency,Online,110,Europe,99.0,59.4,43,0,Rental
JZI,Airlines,Online,103,Asia,35.0,12.25,39,0,Value Plan
C2B,Airlines,Online,7,Asia,31.85,7.96,65,0,Value Plan
ART,Airlines,Online,9,Asia,51.0,17.85,23,0,Value Plan
C2B,Airlines,Online,9,Asia,18.0,4.5,39,0,Value Plan
EPX,Travel Agency,Online,53,Asia,63.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,20,Asia,23.5,5.88,47,0,Value Plan
TST,Travel Agency,Offline,21,Asia,30.0,10.5,72,0,Single Trip
EPX,Travel Agency,Online,5,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,34.0,0.0,36,0,Cancellation
C2B,Airlines,Online,56,Asia,0.0,20.0,14,0,Value Plan
JZI,Airlines,Online,80,Asia,30.0,10.5,28,0,Value Plan
EPX,Travel Agency,Online,8,Asia,62.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,23.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,62,Asia,10.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,57,Asia,23.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,96,Asia,22.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,3,Asia,11.5,2.88,28,0,Value Plan
EPX,Travel Agency,Online,24,Oceania,50.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,45,Asia,19.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,35,Asia,29.7,17.82,67,0,Rental
EPX,Travel Agency,Online,20,Asia,36.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,45,North America,80.0,0.0,57,0,Cancellation
EPX,Travel Agency,Online,51,Asia,13.0,0.0,41,0,Cancellation
EPX,Travel Agency,Online,16,Asia,10.0,0.0,66,0,Cancellation
EPX,Travel Agency,Online,13,Asia,66.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,4,Asia,25.0,0.0,38,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,10.0,0.0,38,0,Cancellation
C2B,Airlines,Online,27,Asia,60.0,15.0,30,1,Value Plan
EPX,Travel Agency,Online,9,Asia,23.0,0.0,50,0,Comprehensive
C2B,Airlines,Online,5,Asia,17.5,4.38,34,0,Value Plan
JZI,Airlines,Online,16,Asia,18.0,6.3,32,0,Value Plan
CWT,Travel Agency,Online,30,Europe,19.8,11.88,33,0,Rental
EPX,Travel Agency,Online,207,Asia,35.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,91,Asia,34.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,North America,30.0,0.0,39,0,Cancellation
EPX,Travel Agency,Online,9,Asia,18.0,0.0,38,0,Cancellation
JZI,Airlines,Online,11,Asia,22.0,7.7,29,0,Value Plan
EPX,Travel Agency,Online,10,Asia,10.0,0.0,35,0,Cancellation
CWT,Travel Agency,Online,24,Asia,29.7,17.82,28,0,Rental
EPX,Travel Agency,Online,8,Asia,33.0,0.0,43,0,Comprehensive
JZI,Airlines,Online,6,Asia,22.0,7.7,27,0,Value Plan
JZI,Airlines,Online,13,Asia,18.0,6.3,33,0,Value Plan
EPX,Travel Agency,Online,14,Europe,71.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,39,Asia,0.0,41.58,25,0,Rental
CWT,Travel Agency,Online,24,Europe,59.4,35.64,33,0,Rental
SSI,Airlines,Online,47,Asia,1.61,0.45,48,0,Cancellation
EPX,Travel Agency,Online,147,North America,78.0,0.0,38,0,Cancellation
EPX,Travel Agency,Online,11,Asia,29.0,0.0,24,0,Cancellation
C2B,Airlines,Online,209,Asia,388.8,97.2,32,0,Value Plan
EPX,Travel Agency,Online,42,North America,58.0,0.0,28,0,Cancellation
EPX,Travel Agency,Online,60,Asia,35.0,0.0,36,0,Comprehensive
LWC,Travel Agency,Online,48,Asia,29.0,18.85,25,0,Single Trip
EPX,Travel Agency,Online,212,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,50,Asia,33.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,58,Asia,11.0,0.0,36,0,Cancellation
C2B,Airlines,Online,10,Asia,40.0,10.0,28,0,Value Plan
JZI,Airlines,Online,21,Asia,45.0,15.75,56,0,Value Plan
EPX,Travel Agency,Online,12,Oceania,47.0,0.0,36,0,Cancellation
C2B,Airlines,Online,4,Asia,27.0,6.75,30,0,Value Plan
EPX,Travel Agency,Online,47,North America,80.0,0.0,48,0,Cancellation
EPX,Travel Agency,Online,14,Asia,25.0,0.0,36,0,Cancellation
C2B,Airlines,Online,9,Asia,24.05,6.01,28,0,Value Plan
EPX,Travel Agency,Online,93,North America,16.0,0.0,22,0,Cancellation
